outlet,url,fetch_status,parse_error,discovery_channels
pravda,https://www.pravda.com.ua/news/2023/05/28/7404229/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/05/28/7404236/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/05/28/7404254/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/05/28/7404258/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/05/28/7404259/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/05/29/7404282/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/05/29/7404299/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/05/29/7404300/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/05/29/7404307/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/05/29/7404319/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/05/29/7404321/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/05/29/7404327/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/05/29/7404328/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/05/30/7404486/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/05/30/7404493/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/05/30/7404500/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/05/30/7404501/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/05/30/7404545/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/05/30/7404546/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/05/30/7404557/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/05/30/7404558/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/05/30/7404571/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/05/30/7404574/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/05/31/7404581/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/05/31/7404588/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/05/31/7404590/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/05/31/7404613/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/05/31/7404615/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/05/31/7404643/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/05/31/7404649/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/05/31/7404653/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/05/31/7404655/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/05/31/7404673/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/05/31/7404684/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/05/31/7404685/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/05/31/7404686/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/05/31/7404687/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/05/31/7404714/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/06/01/7404853/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/06/01/7404878/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/06/01/7404881/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/06/01/7404905/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/06/01/7404907/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/06/01/7404909/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/06/01/7404916/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/06/01/7404918/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/06/02/7404924/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/06/02/7404926/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/06/02/7404928/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/06/02/7404929/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/06/02/7404931/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/06/02/7404933/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/06/02/7404935/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/06/02/7404941/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/06/02/7404951/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/06/02/7404956/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/06/02/7404981/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/06/02/7405016/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/06/02/7405032/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/06/02/7405035/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/06/02/7405043/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/06/02/7405070/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/06/02/7405077/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/06/03/7405110/,429,,day_archive
